name,family name,gender,country,birth year,treatment,X1,X2,X3,X4,X5,Y
Kerstin,Klank,F,DE,1959,1,61,5.852197437454346,1.2758889201052974,7.098194523618987,7.0,68.88531371149828
Stojan,Jasarevic,M,DE,1959,1,61,9.945068418017488,0.6837808164154209,6.592052244706835,7.0,66.18984098798457
Melody,Moser,F,DE,1939,1,81,8.382568367252846,2.2322513375824964,7.034943511025804,7.0,125.59755516449637
Angelika,Idler,F,DE,1973,0,47,9.080955103290286,1.2286659745333361,6.991633482121503,7.0,40.1767213745983
Phil,Gamble,M,DE,2018,0,2,7.7042388620877125,1.5050384500373148,6.974433859497319,7.0,41.834620265807494
Juergen,Hoess,M,DE,2018,1,2,7.820437721202,1.5704902639979963,6.972747077242166,7.0,45.84372135200874
Hulk-Phi,Nguyen,M,DE,1973,0,47,9.978833934204124,1.3992335012036548,6.983738813503857,7.0,50.83421695000922
Patrick,Woj,M,DE,2001,0,19,3.7777589673808647,2.100025831244901,6.820610454949573,7.0,27.870775129944803
Samantha,Northern,F,DE,1959,0,61,4.045992316008308,-0.7568884379170044,6.4856963549857625,7.0,-14.023868033828911
Julius,Ruck,M,DE,2001,1,19,7.101437260022444,1.097232936482056,7.028258825231702,7.0,40.699203054830214
Peter,Aumann,M,DE,1939,0,81,8.913111258900129,-0.21975198158775133,7.152221182712049,7.0,-9.614630153318178
Katrin,Sirringhaus,F,DE,2018,1,2,8.230615205040127,-0.043097165425087,7.147502735970358,7.0,-2.121042841556182
Heike,Dreyer,F,DE,2001,1,19,8.8806817968067,1.963989528620636,7.114231141316375,7.0,77.39456477347541
Nikoletta,Parziali,F,DE,2018,0,2,8.863660380857217,2.0443296389727967,6.48884283640068,7.0,66.47111105398025
Daniel,Klein,M,DE,2001,0,19,4.926654647388534,2.8944179523140385,7.293678144407319,7.0,52.05864861750339
Tobias,Kolbeck,M,DE,1973,1,47,9.593070430133817,-1.1677753972988238,7.082521014643374,7.0,-11.862910381238589
Bridget,Breakdown,F,DE,1939,0,81,6.638416616271618,-1.5535998805429696,6.604931575785533,7.0,-41.53788792310973
Stanislav,Ghenadinic,M,DE,1973,1,47,6.7049201576529,0.5209825644485383,7.085120123721242,7.0,43.981549713831164
Timo,Steffens,M,DE,1939,0,81,9.26625041076844,2.122458746625023,6.749946979808179,7.0,72.43646631448489
Leonie,Fiedel,F,DE,1939,1,81,8.768268436978568,0.5644517432857962,7.3191645078648575,7.0,73.38629634144749
Jushi,Neumann,M,DE,1973,0,47,11.337633970204864,-0.6713999116627198,7.1538401069794695,7.0,-31.097100056080286
Tobi,Weixner,M,DE,1959,1,61,6.869974462016404,0.7218007109008033,7.502363511403185,7.0,59.47673914475767
Torsten,Manzinger,M,DE,1939,0,81,10.01021094458782,0.8312479753828803,7.562230240776433,7.0,29.57064234178302
Özlem,Can,F,DE,1959,0,61,7.979777909069699,0.03445319440964213,6.77111630807663,7.0,-1.247405289110544
Viola,Klostermann,F,DE,1973,0,47,8.73561553637837,1.6296521262057795,7.028936514534993,7.0,51.88693275946741
Jordan,Valkanov,M,DE,1939,0,81,7.601159804275826,1.7047123876211552,7.1982109769363785,7.0,47.08203840220761
Andreas,Jankowsky,M,DE,1939,1,81,5.244578444614323,1.7498023948151302,6.8557481543728365,7.0,89.3077008877161
Ab,Ree,M,DE,2018,1,2,6.415656604637974,0.0026527411511485,6.714451190850031,7.0,-0.8459508949573467
Wolfgang,Lüdtke,M,DE,1973,0,47,8.053397592867416,1.0787279567403247,7.0334221999915565,7.0,30.803696945619762
Frank,Meyer,M,DE,1959,1,61,7.51614260052855,0.17103846721717486,6.931884658553133,7.0,45.34457794916937
Julian,Ballin,M,DE,1939,0,81,5.117529015386366,0.8876911115337722,6.986828681447617,7.0,15.039441947143281
Peter,Deischle,M,DE,2018,1,2,6.668276868289517,3.656377649392268,6.274296915371878,7.0,91.59082145789709
Mike,Schmitt,M,DE,1939,1,81,10.494187048352869,2.9265258297235133,6.779110719632387,7.0,171.11419699234563
August,August,M,DE,2001,0,19,10.209529608529984,2.4754870138283955,6.467409842143268,7.0,93.64642678885691
Jörg,Grabosch,M,DE,1959,0,61,9.568137927190373,-0.553360709701069,7.3802777744348775,7.0,-22.222215248073542
Markus,Hoffmann,M,DE,1973,1,47,9.768283871513047,1.1209316038576107,6.622024522683951,7.0,72.167279319851
Rusty,Dick,M,DE,1939,1,81,9.805073975547137,2.3686933992873977,7.216887149839665,7.0,142.8039453984919
Kati,Sandner,F,DE,1959,1,61,7.8651115164456336,0.8572660040606128,6.688329059671025,7.0,66.00227330791026
Claudia,Brandstetter,F,DE,1973,0,47,9.20708850405845,0.06186439315902653,7.1121066143448815,7.0,-0.019597740844082168
Mandy,Seidel,F,DE,1973,1,47,5.619274436788794,2.079733167772917,7.192293863946231,7.0,75.14966975860793
Garrelt,Becker,M,DE,1939,0,81,8.221750315760849,1.0708238459130286,6.830763102039396,7.0,31.18253598407371
Malin,Renard,F,DE,1959,1,61,7.706632242245577,-0.9120536113467722,6.781333335806632,7.0,13.701507509722248
Anja,Nami,F,DE,1959,0,61,9.549823521697883,1.6551527921442006,7.312222802592645,7.0,57.94138892230971
Andre,Awruzzex,M,DE,1939,1,81,9.774196178666086,2.2311556474100502,7.01010242044731,7.0,137.3536364965452
Jasmin,Avoué,F,DE,1973,1,47,7.075930136370395,-0.06030084247041772,7.174909547341521,7.0,29.113897056589813
Mustafa,Eymir,M,DE,2001,0,19,6.419979194126709,2.1259109207234057,7.092894885485939,7.0,49.67356058032605
Esin,Öz Ciftci,F,DE,2018,1,2,3.8017283749275297,0.6554379184475614,7.273185294138887,7.0,8.734055886989493
Devin,Ressel,M,DE,1973,1,47,9.452166242097274,1.1338068295127377,6.94642471475184,7.0,71.38843604301933
Izabela,Galusińska,F,DE,1959,1,61,5.238699743018204,-0.21957496866703807,7.163820619646974,7.0,36.16080371712194
Gianna,Spina,F,DE,1939,0,81,7.614155601854109,0.0999077348657618,6.839127376896035,7.0,0.6205618720085826
Ulrike,Brausewetter,F,DE,1939,1,81,9.987339781952274,-0.015111852255807674,6.817672509087283,7.0,53.84941653420647
Daniel,Wild,M,DE,1973,1,47,10.269773347500326,0.22116958650767582,7.201399808695264,7.0,39.37457972921717
Uwe,Benthin,M,DE,1939,1,81,9.401071798849411,1.3512194729901785,6.7935394722689635,7.0,102.68620145254215
Djodjoro Evariste Leopold,Assovié,M,DE,1973,0,47,10.622826685644265,0.7163364063071441,6.917013457219446,7.0,26.670931482027303
Fabrizio,Haid,M,DE,1959,0,61,10.074080621785072,0.05364980121934367,7.021948883535632,7.0,-0.15831503711835193
Mohammad,Alshweish,M,DE,1939,0,81,9.968798089809193,2.1182520202517097,7.5238276606040255,7.0,78.18218644718684
Heike,Sämann,F,DE,1973,0,47,5.985014570788932,-0.04781979603036635,7.412050755543929,7.0,-3.180732525317328
Marcel,Bolender,M,DE,1939,0,81,8.888778286889915,0.8448607929062862,6.728151788395836,7.0,26.231026094291565
Jani,Hausleider,F,DE,2001,1,19,6.394755350389523,0.7419778949688933,6.615935276714507,7.0,28.98697361677617
Adrijan,Osmani,M,DE,1939,0,81,6.87303936023572,0.3654333190258936,7.616733504967878,7.0,7.51098755237126
Stephan,Rötter,M,DE,2018,1,2,8.043405500444958,0.4813448578640594,7.3696817021017065,7.0,14.006501071240681
Oona,Wick,F,DE,1973,0,47,8.584837000640302,0.38519813852222307,6.243391733397053,7.0,10.095432162030953
Reinhold,Blank,M,DE,1939,0,81,7.056245174701118,1.0047307735106972,6.775276282059323,7.0,24.64979767560551
Frank,Jungblut,M,DE,2001,0,19,8.178534363358365,3.5807351777644896,7.5670130096375035,7.0,109.23598614558055
Yasmin,Wiening,F,DE,1959,1,61,7.577180434988715,1.3608176078432546,6.562742878750592,7.0,79.52150910632668
Tobias,Homann,M,DE,1973,1,47,7.807229851399605,3.9607428791770527,7.558264938074952,7.0,148.35504580038392
Esma,Esen,F,DE,1973,1,47,7.554598021997114,0.992530430167221,6.864012415663758,7.0,59.13088278933455
Jürgen,Kamps,M,DE,1973,0,47,9.86454963780094,-2.558429120871712,6.4045282608514125,7.0,-98.31804240095445
Reinhard,Wagner,M,DE,2018,1,2,6.411975196011298,0.45384297089179554,7.006671286217019,7.0,10.241211533914955
Christian,Behrens,M,DE,1973,0,47,6.628285409482317,3.402297067911025,7.02043590111782,7.0,83.48272053567447
Resu,Nesi,F,DE,1973,0,47,5.045285799823427,1.980127445559239,6.603413007780939,7.0,35.61586435817432
Bene,Dikt,M,DE,1939,0,81,9.082767710424486,2.094909735449069,7.53196020149593,7.0,70.24694002437332
Georgina,Frenz,F,DE,1973,0,47,9.606655576837095,1.1584109723757854,6.882047928508001,7.0,40.03174566425861
Oezcan,Caliskan,F,DE,2018,0,2,5.47481092697176,0.14927680635418453,6.775969508506515,7.0,0.8150381104827167
Jens,Eilers,M,DE,1939,1,81,3.746133935212361,-0.3914160035583792,6.854830302327756,7.0,48.86297008615023
Sven,Schönberger,M,DE,1973,1,47,12.094414646413954,1.8570588200250788,7.026201772051934,7.0,116.03737148717732
David,Freund,M,DE,1973,0,47,8.722562450072937,0.7273743927443582,7.4255362565874385,7.0,22.02019533954535
Frank,Bapst,M,DE,1939,0,81,10.35304046755724,0.9887827590657065,7.292380949819797,7.0,36.771276304017356
Danilò,Riccardos,M,DE,2018,0,2,7.543329050864083,-0.9276612104542367,7.207210155992435,7.0,-28.74590402298208
Helmut,Schwaiger,M,DE,2018,1,2,7.974795681222531,0.8124718264334901,6.80673306611185,7.0,23.740734901694697
Tayfun,Sahin,M,DE,1973,1,47,5.578643094747346,1.6552240866948629,7.0506382888732055,7.0,65.78569673203958
Mateusz,Knopek,M,DE,1939,0,81,7.34046199610186,-1.1487597248057935,7.097143350713041,7.0,-34.231899801986955
Gabi,Starke,F,DE,1959,0,61,7.8425806345040066,0.2626779651216484,7.065284754833959,7.0,5.629703169737218
Kyungsik,Kim,M,DE,1973,0,47,6.246157349300731,-0.12762598499917005,7.464064909578194,7.0,-5.107033188132052
Rene,Polchow,M,DE,1939,1,81,8.87766705588552,1.7330596546462926,6.940044554780903,7.0,112.92707911525315
Liubov,Kostyk,F,DE,1973,0,47,8.005320803883034,1.4153197623756433,6.673886430103126,7.0,40.73038240351188
Michelle,Schneck,F,DE,1939,0,81,8.884382158063461,0.40223976372618786,6.53738282121683,7.0,11.210457955721713
Silke,Schmidt,F,DE,1959,1,61,8.15622651167012,0.9627893957670742,6.524781312731354,7.0,70.16670426284418
Walter,Bierlmaier,M,DE,2001,0,19,7.1012126066431325,3.151334018350807,7.1188348077597015,7.0,82.85554979881267
Julia,Schwientek,F,DE,1973,0,47,5.421100319455518,1.1383995854215354,7.120779563304163,7.0,21.269875612596195
Steven,Ziemann,M,DE,2001,0,19,6.914139746221513,1.0457344679048581,7.097432470468446,7.0,25.28675895292157
Chris,Tin,F,DE,1973,1,47,6.790065714166746,2.910819979869865,7.378836178794677,7.0,105.90265903163612
Lale,Ceyhan,F,DE,1973,0,47,5.793278809830331,1.7373615383489085,7.046471199757002,7.0,36.04263447893413
Katja,Kolb,F,DE,2018,0,2,7.548721193687948,-1.1598581557115355,6.100546610224677,7.0,-35.79226177255151
Aylin,Ay Kerme,F,DE,2001,1,19,5.520860315696684,1.281535659616168,7.246564782841464,7.0,38.04284216578064
Susanne,Arens,F,DE,1939,0,81,5.815795027871192,0.33110069861505076,6.439004667513034,7.0,4.914555169136728
Katja,Lochmahr,F,DE,1973,0,47,8.974838811843046,0.28660728947977154,6.665797270620914,7.0,7.4479431037896555
Konstantin,Tümmler,M,DE,1939,0,81,8.321897242595684,0.7957531455292169,7.137676792328698,7.0,22.988120605945177
Michael,Schüller,M,DE,1973,1,47,10.504937915146712,-0.17395688207346227,7.0205138157394265,7.0,23.743296363507884
Sebastian,Schlüter,M,DE,2018,1,2,8.155507037279616,1.4913247846655475,7.117961163312553,7.0,45.435304077684684
Valkyrie,Hahn,F,DE,1973,0,47,8.96472047891556,-0.1173085799333895,6.831205949060516,7.0,-6.268924095899806
Maik,Müller,M,DE,1959,1,61,5.466707484887499,-0.1557783333472425,6.898710568891644,7.0,37.21287653675394
Christina,Becker,F,DE,2018,0,2,3.624147865276837,2.4526696019103964,7.284894023871313,7.0,31.646348110791646
Jitka,Chromá,F,DE,1959,0,61,8.00400219730654,2.728337445856271,6.941282004993487,7.0,80.74542212987058
Maklin,Tarek,M,DE,1959,1,61,10.993883896637348,0.7135602391176302,7.471580175773577,7.0,70.43466833268972
Martina,Becker,F,DE,2018,1,2,7.757945904605542,0.8221034964534775,7.041154340996275,7.0,23.42966959956206
Maghrebia,Jamilla,F,DE,1939,0,81,7.120570739243078,2.0968056497859386,6.692189767446783,7.0,54.41779174001167
Beyza,Nur,F,DE,1973,0,47,2.3917067759068966,2.264600948969139,7.011870904422678,7.0,18.366523474319475
Jessica,Lindt,F,DE,1973,1,47,4.004851845305656,0.5889274752256719,7.054065409474511,7.0,39.66048471624191
Jana,Teschke,F,DE,2001,0,19,9.306440564584832,0.239630487191563,7.022547478222452,7.0,6.262483458600523
Fernando,Santos Silva,M,DE,1939,1,81,10.233259703911214,0.6773607527213845,6.5759286365339715,7.0,80.68362705646202
Tilo,Nier,M,DE,1973,0,47,5.4681949278637685,1.3569815836415027,7.4864596172517555,7.0,26.125722498829138
Anni,Kar,F,DE,1939,1,81,7.802375008478088,1.4927036507022484,7.034332999773925,7.0,98.74897422899551
Fabian,Mrosko,M,DE,2001,0,19,6.787578693022402,1.0185119641249771,6.724164746782463,7.0,23.96283138029093
Sandra,Bahr,F,DE,1973,0,47,5.479236147255929,0.4806238645268434,6.368948339228707,7.0,7.580271868805327
Nicole,Kögler,F,DE,1939,0,81,8.507089404272412,0.6140138632195713,7.010080409465589,7.0,17.633357331165207
Jürgen,Za,M,DE,2018,1,2,6.2574268269945446,-0.9843264457642121,6.644327471228478,7.0,-24.339253037969907
Araisha,Ahmed,M,DE,1959,1,61,6.140352031175928,1.8919207499409412,6.434654647077032,7.0,84.44056177271226
Fusun,Kiyicioglu,F,DE,1939,0,81,5.259403775725092,1.171621884593479,7.265223938306875,7.0,21.278541807295113
Andrea,Kuhn,F,DE,2018,1,2,6.536999929082827,1.7816837507868004,7.434787498163532,7.0,43.57166689574334
Ali,Kirmizioglan,M,DE,1959,0,61,9.797664032712497,2.426231681993784,7.098599012472297,7.0,88.14310533890986
Claudia,Göbel,F,DE,1939,0,81,7.0702079030789555,-1.2829502822990615,6.831902681668684,7.0,-36.741228789462724
Pamela,Müller,M,DE,1973,1,47,9.046948645678631,0.3038176013131737,6.789720675208174,7.0,41.05866606630316
Christine,Mauser,F,DE,1973,1,47,7.647496457391942,2.816645886427616,6.800056682196186,7.0,112.47034795017626
Manolis,Karatzaidis,M,DE,1973,1,47,7.1959234582407925,1.6701146587575184,7.527249743131444,7.0,76.50923097074597
Carp Angler,Stephan,M,DE,1973,0,47,7.243464590342153,0.653055273285079,6.698730505456876,7.0,15.659674110413588
Wilhelm,Van Beek,M,DE,1959,1,61,5.831049571558778,3.703299891033835,6.712515540261771,7.0,122.44641822817397
Silvio,Schneider,M,DE,2001,0,19,7.89523827175488,3.132369210255427,6.274791119794105,7.0,91.51743325920546
Frank,Pieper,M,DE,1959,0,61,6.311404071629828,1.3263340403154948,6.948041394146429,7.0,29.574525810425396
Ira,Kudynenko,F,DE,1939,0,81,8.377108442823817,1.2181829287346864,7.197419527397084,7.0,36.620621527567366
Kim Oanh,Tran,F,DE,2018,0,2,9.610155392310357,0.5943191474115678,6.655878104968819,7.0,19.37379842270083
Margit,Wojtera,F,DE,1973,0,47,10.100925702473516,1.092921670304688,6.609569221156807,7.0,39.6049189015254
Stefan,Höfler,M,DE,1939,1,81,7.513653441870265,-0.23327322056758085,7.109565919992741,7.0,47.854780898671876
Friedrich,Schweighofer,M,DE,1939,0,81,5.7537467511888405,1.532839989684631,6.778167771370551,7.0,31.22453283629708
Paulina,Pociecha,F,DE,1973,1,47,10.818182367657732,0.9349365953324101,7.114762857117354,7.0,69.15117362610233
Nils,Koller,M,DE,1939,0,81,4.843745868128724,2.985200064131015,7.260975530729619,7.0,52.8078230284085
Tanja,Benz,F,DE,1973,0,47,9.156533271984351,0.7540460203048442,7.276723577876012,7.0,24.103197945828718
Stephanie,Ziegler,F,DE,1973,0,47,10.235703346835853,1.2400872678761237,6.649421414777636,7.0,45.901994173328205
Ingrid,Schade,F,DE,1973,0,47,7.780669544583628,1.8949570837044065,6.786870029959058,7.0,53.74031021290441
Stefan,Rullkötter,M,DE,1959,1,61,9.951544863480512,-0.622907406986492,6.882064095884157,7.0,16.887835141553303
Mario,Oschmann,M,DE,1939,0,81,9.185996032877986,-0.2785028549996063,7.202547436317596,7.0,-11.877882757551966
Miguel,Araújo,M,DE,1959,0,61,6.974070620065135,-0.05196633733064081,6.64364243080364,7.0,-3.7111314260880714
Anja,Meyer,F,DE,1973,1,47,9.752075132676923,1.2422324123188448,6.513723786459888,7.0,76.55711137165008
Angie,Skulima,F,DE,2018,0,2,10.166945951598933,2.45379813323001,6.64457264959736,7.0,92.46736622015176
Marija,Barbarić-Jukić,F,DE,1973,0,47,7.1138310181296545,1.7853069012452196,7.043837257115953,7.0,46.05614891218085
Has,Grill,M,DE,1973,0,47,8.308701939383266,1.3976791070315562,7.292429898989462,7.0,42.00005758937891
Andre,Ilik,M,DE,1959,1,61,7.12601936794232,-0.9073863427407707,7.201033793769385,7.0,15.972294036209707
Michaela,Schneider,F,DE,2018,1,2,10.547228342685935,2.683228784276834,6.558007881642611,7.0,106.57989253362204
Claudia,Jensch,F,DE,1939,0,81,7.581020031818411,-0.16510795604165796,6.770793636404111,7.0,-7.048649265582867
Ramona,Karwata,F,DE,1959,0,61,4.654012525192016,0.7595170090583291,7.200600205422096,7.0,11.275408004070517
Pascal,Röhermann,M,DE,2001,0,19,8.589383143351428,1.3000249763320588,6.7059565539572645,7.0,40.118959519591115
Sebati,Dogan,M,DE,2018,1,2,8.724113151563325,2.039652181672616,7.324431247303003,7.0,66.89846852066282
Emad,Khdair,M,DE,1959,0,61,6.8565765828706535,2.3454230072532165,6.8771476205246245,7.0,58.85202412720801
Ramazan,Toslu,M,DE,1973,0,47,8.200873316134668,-1.3468563055661882,6.934587396724869,7.0,-44.21216473688068
Isabella,Van Gemmern,F,DE,1973,0,47,4.0672798109601,0.7580828811438497,6.756390095154291,7.0,9.41974897376371
Atze,Bo,M,DE,1973,0,47,7.4631088528982374,2.2694602589880457,6.888748415436121,7.0,62.10722672621203
Nadja,Heinze,F,DE,1959,0,61,6.903638629638644,-2.1269689289974054,6.347943253536325,7.0,-58.23264657722998
Tom,Maurer,M,DE,1959,0,61,7.739633847291616,1.1290991067427183,7.215991913636131,7.0,31.05535117798864
Juli,Diecks,F,DE,1973,0,47,8.44573742514004,0.4727319338909732,8.013318662666803,7.0,13.25019616573637
Stephan,Diederich,M,DE,1939,0,81,7.430304553532982,2.1130742643272944,7.269809231145418,7.0,57.52719035851644
Jace,Beleren,M,DE,1939,0,81,9.016735532202873,-0.3517506283209403,7.399813172579502,7.0,-14.149040621179275
Jürgen,Vogler,M,DE,1959,1,61,9.702286372286078,2.9301891068479944,7.222407748216186,7.0,148.58204302742803
Djibril,Diallo,M,DE,1973,1,47,7.690930755311666,0.6335855730344774,6.94090816284831,7.0,49.17923030048235
Helga,Baldessarini,F,DE,1959,1,61,9.117539238853714,0.2502203421265705,7.879705029076381,7.0,49.41073542793778
Milena,Scherer,F,DE,1973,1,47,8.895504385909637,3.2195145704752353,6.584637601967085,7.0,139.37540919180142
Mareike,Schmidt,F,DE,2018,1,2,8.919158194720481,1.8247931457391293,6.90467506029213,7.0,60.998188409772766
Rainer,Baumann,M,DE,1939,0,81,12.397672712450301,0.7445789800882687,7.010834908081648,7.0,32.86238166613721
Ania,Grodek,F,DE,2018,1,2,7.82109616600553,-0.18582966045960497,7.111927093954346,7.0,-6.306987107351638
Sylvia,Hinrichs,F,DE,1939,0,81,5.564411007296412,0.3535014260637926,7.283486311705698,7.0,5.343044660287062
Ursula,Biedermann,F,DE,1959,1,61,5.055134809199628,-0.5408763753793302,6.6780738285221055,7.0,29.987453741193203
Eddy,Berisha,M,DE,1973,0,47,7.267644845667197,0.6340773980368354,7.207493058796483,7.0,15.356614080116206
Dennis,Fuchs,M,DE,1973,0,47,6.912539107423334,1.0882641152735102,7.149262549399987,7.0,26.41355963810131
Devrim,Güner,M,DE,1939,1,81,10.3312756995386,1.9398751225747322,6.717973803904232,7.0,130.54779241512955
Jessica,Waindok,F,DE,1939,0,81,7.85653264355628,1.1591344518111881,6.775699157316327,7.0,32.31510873172125
Begonia,Cobas,F,DE,1939,1,81,10.314432720802653,1.5855714056127426,6.92225389391724,7.0,116.60265556382663
Ghafoor,Ayoubi,M,DE,1939,1,81,8.633378189247047,1.6930122307272137,7.076525444994099,7.0,110.0472991621323
Ch,Ris,M,DE,1959,1,61,9.446447731955601,1.4537621124999964,7.224786242301055,7.0,92.73551250461288
Lydia,Baumann,F,DE,2018,0,2,6.735450288723102,0.8697843366728786,6.486136326255104,7.0,19.87514627161756
Jasmin,Reinhardt,F,DE,2018,0,2,10.500812572060685,1.6619447907848552,7.166426778299906,7.0,64.14942464279042
Roman,Bichlmeier,M,DE,1939,0,81,9.819244854079086,2.8539087316323624,6.697883573857538,7.0,104.17221028534256
Nadine,Süßstoff,F,DE,1973,1,47,8.621207930481095,-1.0291160817698284,6.720644558529314,7.0,-3.1230452110077564
Marion,Stanojevic,F,DE,1973,0,47,10.0956041544376,-1.0269625594611695,6.707304519455806,7.0,-41.710634680147976
Mojtaba,Raiesi,M,DE,1973,1,47,10.83555789221273,3.388466676806134,7.054458301182522,7.0,170.21857356121433
Irene,Müller,F,DE,2001,0,19,7.632703719251133,0.28203190758359353,6.850377713425466,7.0,5.913599102930982
Ingo,Daniel,M,DE,1973,1,47,10.583900064035792,0.9774975581582356,7.1659209886862385,7.0,70.046339084382
Simone,Ermes,F,DE,1939,1,81,8.00340098010926,-1.6361437506021839,7.099413714685403,7.0,4.752111762288074
Dietmar,Loch,M,DE,1973,0,47,10.728817480671603,1.0280128067921421,6.8955378786333,7.0,39.65949867303487
Michael,Müller,M,DE,1973,1,47,8.533656411393903,1.1893917601551502,6.710831398922285,7.0,69.15766061997522
Margot,Zimmermann,F,DE,1973,0,47,5.010984741826948,0.19813553130073805,7.133614900122963,7.0,1.5954455018479567
Ivonne,Baumbach,F,DE,1973,0,47,7.912825749613719,3.4485852127695886,6.945320896678786,7.0,101.45835470833437
Yvonne,Wodke,F,DE,2018,1,2,10.566187959119917,2.4206212846320763,6.908877544319337,7.0,96.34378579841083
Tobias,Hunke,M,DE,1959,1,61,9.326896130048775,0.8720754489867454,7.50915920082111,7.0,71.54374879990769
Maik,Mittag,M,DE,1973,0,47,6.7292266548399295,0.2316348902881888,7.595794771423898,7.0,3.883858480220269
Elmar,Faber,M,DE,1959,0,61,4.966810897122974,2.7003228687683345,7.1290707079557,7.0,48.78677155029771
David,Watkins,M,DE,1939,1,81,7.942644743819251,1.558542927699014,7.055776832083103,7.0,101.5384833304959
Alexander,Hirt,M,DE,1939,1,81,8.884388770294962,2.240314254559999,7.014390150954628,7.0,130.1200469640488
Yvonne,Woile,F,DE,1959,1,61,9.776045720287602,3.541186151571117,6.624512579204489,7.0,171.91114029454633
Anja,Wittmann,F,DE,1973,0,47,6.286532790153295,1.0053172747268384,6.892475670120395,7.0,21.762794780702794
Scheubeck,Berta,F,DE,1973,1,47,5.129789711783357,0.8909207666639366,6.887525271729687,7.0,48.01226355093354
Mazhar,Aymergen,M,DE,1939,0,81,6.125398923624685,0.9140325492830027,7.056227215193554,7.0,19.074096319185664
Marc,Götze,M,DE,1973,0,47,7.279190629920249,2.619190748081414,7.162778113278109,7.0,70.28081265815572
Klaus,Möchel,M,DE,2018,1,2,9.631458908243316,0.6250188007634602,7.201426448307055,7.0,22.11881707972789
René,Weinlich,M,DE,1959,1,61,7.5154119742933725,0.98146459371386,7.173402829024268,7.0,68.56405718398707
Ralph,Partridge,M,DE,2018,0,2,2.6487387414998276,0.8100936156073939,7.503368057610889,7.0,6.087534493814386
Karl-Heinz,Kröll,M,DE,2001,0,19,10.810554983670562,1.246537772295776,6.653269194451505,7.0,48.8771458337014
Frank,Amann,M,DE,1959,0,61,8.598955547547112,0.10349689204441156,7.118228475833279,7.0,1.199717207958547
Ramazan,Hafo,M,DE,1973,0,47,8.390212007405541,0.22301381525506123,7.112082502188835,7.0,4.926255341009333
Willi,Isaak,M,DE,2018,0,2,6.25681698943352,1.0336219853541133,7.315165116308346,7.0,22.453186809057605
Hannsi,Meier,M,DE,1973,1,47,9.64069299334901,1.7061295026087935,6.29495285436222,7.0,92.95087480967462
Marek,Brümmer,M,DE,1973,1,47,7.657922022783945,0.49212135608688634,7.531845453193129,7.0,45.162890690666046
Ramon,Afshinpour,M,DE,1939,1,81,5.525521347159342,-0.35913213733151156,7.398161935676783,7.0,47.06201877418006
Sergej,Sasorkin,M,DE,1973,0,47,7.023524471580786,0.40671347563918986,6.508212579711077,7.0,8.475678463501705
Haraldd,Schick,M,DE,1973,1,47,8.461489771909719,0.8143262958782369,7.419816671074712,7.0,56.99271133840695
Olaf,Maier,M,DE,1959,1,61,10.181184592778848,1.496393809415281,7.149265505169435,7.0,98.42065524389912
Manfred,Karin,M,DE,2018,0,2,7.807032931379084,-0.9877558656008218,7.163973242793345,7.0,-31.47153932112853
Irma,Bourntouli,F,DE,1939,1,81,9.35990614886046,2.629741307061354,7.142012361395273,7.0,148.05888902947078
Katrin,Entinger,F,DE,2018,0,2,6.587109626635896,-0.24514591723256038,7.514656708229124,7.0,-8.199169768233958
Jens,Maushake,M,DE,1959,0,61,6.568110090515053,-1.034304923244999,7.084791281369582,7.0,-28.00753778187497
Viktor,Kramer,M,DE,1973,0,47,8.81354897264246,0.10306567401940722,7.194057342291336,7.0,1.29298428380068
Beate,Blum,F,DE,1973,1,47,7.60923788493758,2.0968130657357924,7.181347225418862,7.0,91.3668391891139
Lena,Urner,F,DE,1973,0,47,6.292044614870098,0.8415533091881384,6.9249181350757905,7.0,17.878623382151087
Adnan,Sham,M,DE,1939,1,81,7.71388126407728,1.0062827764021145,7.323840928429867,7.0,84.07741104614057
Sönke,Lassen,M,DE,1973,1,47,8.410333994235135,3.926125021334088,7.079234102125261,7.0,156.18185097687802
Lena,Beierl,F,DE,2018,1,2,7.7321800766820505,0.6160803811799014,7.7688328836914575,7.0,17.51211278534867
Adrian,Tabaka,M,DE,1973,0,47,8.822697417581475,0.37237083965595497,7.303599560696544,7.0,10.35860603026731
Reve,Fx,F,DE,1959,0,61,12.815946436681584,1.4647999331682964,6.792835200939995,7.0,69.0515409404984
Johannes,Wolf,M,DE,1973,1,47,5.981126081594715,2.995463392078092,7.1956231582615,7.0,98.82336852140278
Jutta,Meder,F,DE,1973,0,47,7.4486320856433945,1.0649922597984256,7.312657560699272,7.0,28.021529835720298
Tim,Stevens,M,DE,1939,1,81,6.942846663838477,2.3648522970340142,6.83609762312843,7.0,116.82034364850452
Nina,Kamenik,F,DE,1939,0,81,8.292233225819455,0.4866776869272669,6.6161252477546775,7.0,12.992372320931175
Susanne,Erkenberg,F,DE,1973,0,47,12.770883158602778,1.9107585872197728,7.094596734951853,7.0,90.53841735075329
Max,Bechtold,M,DE,1959,1,61,6.872835599289153,0.8463111191572459,6.975211694461361,7.0,62.57611520466502
Jozef,Stryczek,M,DE,1959,0,61,6.437593491186116,2.9047704697098258,6.85671282066048,7.0,68.79448150464681
Erwin,Krause,M,DE,1939,1,81,9.144114709757332,1.6419196614170044,7.412634464645878,7.0,111.6598355568846
